ID         | PATH
1371793    | /Hogar/Blancos/Sábanas
346528     | /Hogar/Closets y Lavandería
400336     | /Hogar/Closets y Lavandería/Accesorios de lavandería
346537     | /Hogar/Closets y Lavandería/Botes de Lavandería
346529     | /Hogar/Closets y Lavandería/Closets Armables
346531     | /Hogar/Closets y Lavandería/Organizadores de Closet
346553     | /Hogar/Closets y Lavandería/Tendederos
346530     | /Hogar/Closets y Lavandería/Zapateras
1371667    | /Hogar/Cocina
398940     | /Hogar/Cocina/Asadores y Accesorios
4959226    | /Hogar/Cocina/Banquetes
1371811    | /Hogar/Cocina/Baterías de cocina
1371815    | /Hogar/Cocina/Botes de Basura
128360     | /Hogar/Cocina/Básculas
398929     | /Hogar/Cocina/Contenedores
398935     | /Hogar/Cocina/Limpieza
1371810    | /Hogar/Cocina/Ollas y Vaporeras
1371814    | /Hogar/Cocina/Organizadores de cocina
1371813    | /Hogar/Cocina/Repostería
689588     | /Hogar/Cocina/Sartenes
398930     | /Hogar/Cocina/Textiles de Cocina
398910     | /Hogar/Cocina/Utensilios
1371665    | /Hogar/Decoración
887163     | /Hogar/Decoración/Adornos de Navidad
128359     | /Hogar/Decoración/Arreglos y Floreros
4750931    | /Hogar/Decoración/Artículos de Fiesta
1371785    | /Hogar/Decoración/Cojines
1371783    | /Hogar/Decoración/Cortinas
1371786    | /Hogar/Decoración/Cuadros
1371787    | /Hogar/Decoración/Espejos
1371788    | /Hogar/Decoración/Lámparas
686933     | /Hogar/Decoración/Macetas
686935     | /Hogar/Decoración/Mercería y Manualidades
1371784    | /Hogar/Decoración/Organización
686928     | /Hogar/Decoración/Papel Tapiz y Viniles
1371789    | /Hogar/Decoración/Percheros
399977     | /Hogar/Decoración/Persianas
1371790    | /Hogar/Decoración/Portarretratos
1371791    | /Hogar/Decoración/Relojes
1371782    | /Hogar/Decoración/Tapetes
686934     | /Hogar/Decoración/Velas y Candelabros
398955     | /Hogar/Mesa
1371804    | /Hogar/Mesa/Cubiertos
399934     | /Hogar/Mesa/Jarras, Termos y Accesorios
398987     | /Hogar/Mesa/Servicio de Mesa
1371812    | /Hogar/Mesa/Tazas, Vasos y Copas
399935     | /Hogar/Mesa/Textiles de mesa
398975     | /Hogar/Mesa/Vajillas
4767700    | /Hogar/Papelería, Mercería y Arte
4767701    | /Hogar/Papelería, Mercería y Arte/Arte y Manualidades
4767706    | /Hogar/Papelería, Mercería y Arte/Artículos Escolares
4767707    | /Hogar/Papelería, Mercería y Arte/Artículos de Mercería
4767703    | /Hogar/Papelería, Mercería y Arte/Cuadernos y Libretas
4767702    | /Hogar/Papelería, Mercería y Arte/Escritura
4767705    | /Hogar/Papelería, Mercería y Arte/Material de Archivo
4767704    | /Hogar/Papelería, Mercería y Arte/Material de Papelería
1371669    | /Hogar/Patio y Jardín
128358     | /Hogar/Patio y Jardín/Albercas
1371825    | /Hogar/Patio y Jardín/Bancas
686924     | /Hogar/Patio y Jardín/Camastros
1371824    | /Hogar/Patio y Jardín/Comedores y Mesas
1371827    | /Hogar/Patio y Jardín/Iluminación
1371830    | /Hogar/Patio y Jardín/Jardinería y Accesorios
686927     | /Hogar/Patio y Jardín/Juegos para Jardín
688757     | /Hogar/Patio y Jardín/Plegables
1371823    | /Hogar/Patio y Jardín/Sets
1371822    | /Hogar/Patio y Jardín/Sillas, Sillones, Bancos y Sofás
1371828    | /Hogar/Patio y Jardín/Sombrillas
1371826    | /Hogar/Patio y Jardín/Sunbeds, Camastros y Hamacas
1371829    | /Hogar/Patio y Jardín/Toldos
128034     | /Hogar/Patio y Jardín/Trampolines
5093989    | /Home
1371645    | /Línea blanca
127833     | /Línea blanca/Boilers
324778     | /Línea blanca/Boilers/Accesorios
398780     | /Línea blanca/Boilers/De Paso
398781     | /Línea blanca/Boilers/Depósito
127836     | /Línea blanca/Boilers/Instantáneo
398802     | /Línea blanca/Boilers/Solares
1371681    | /Línea blanca/Climatización y Ventilación
4664587    | /Línea blanca/Climatización y Ventilación/Accesorios y Repuestos
1371895    | /Línea blanca/Climatización y Ventilación/Aires Acondicionados de Ventana
127839     | /Línea blanca/Climatización y Ventilación/Calefactores
1371898    | /Línea blanca/Climatización y Ventilación/Enfriadores
1371894    | /Línea blanca/Climatización y Ventilación/MiniSplits
4651271    | /Línea blanca/Climatización y Ventilación/Portátiles
1371896    | /Línea blanca/Climatización y Ventilación/Purificadores de Aire
1371897    | /Línea blanca/Climatización y Ventilación/Ventiladores
1371680    | /Línea blanca/Cocina
4664588    | /Línea blanca/Cocina/Accesorios y Repuestos
1371891    | /Línea blanca/Cocina/Campanas
1371889    | /Línea blanca/Cocina/Estufas
1371892    | /Línea blanca/Cocina/Hornos
1371893    | /Línea blanca/Cocina/Lavavajillas
1371890    | /Línea blanca/Cocina/Parrillas
1371682    | /Línea blanca/Electrodomésticos
370220     | /Línea blanca/Electrodomésticos/Accesorios
1371906    | /Línea blanca/Electrodomésticos/Aspiradoras
1371900    | /Línea blanca/Electrodomésticos/Batidoras
1371904    | /Línea blanca/Electrodomésticos/Cafeteras y Teteras
1371907    | /Línea blanca/Electrodomésticos/Despachadores de agua
1371911    | /Línea blanca/Electrodomésticos/Especializados
1371908    | /Línea blanca/Electrodomésticos/Extractores y Exprimidores
4825290    | /Línea blanca/Electrodomésticos/Freidoras de Aire
1371903    | /Línea blanca/Electrodomésticos/Hornos Eléctricos
1371899    | /Línea blanca/Electrodomésticos/Licuadoras
1371901    | /Línea blanca/Electrodomésticos/Microondas
1371912    | /Línea blanca/Electrodomésticos/Máquinas de Coser y Bordadoras
370296     | /Línea blanca/Electrodomésticos/Ollas y Sartenes Eléctricos
4690677    | /Línea blanca/Electrodomésticos/Otros
1371905    | /Línea blanca/Electrodomésticos/Planchas
324788     | /Línea blanca/Electrodomésticos/Procesadores de Alimentos
370172     | /Línea blanca/Electrodomésticos/Sandwicheras y Wafleras
1371902    | /Línea blanca/Electrodomésticos/Tostadores y Parrillas
1371679    | /Línea blanca/Lavado y secado
4664586    | /Línea blanca/Lavado y secado/Accesorios y Repuestos
1371888    | /Línea blanca/Lavado y secado/Centros de Lavado
1371885    | /Línea blanca/Lavado y secado/Lavadoras
1371887    | /Línea blanca/Lavado y secado/Lavasecadoras
1371886    | /Línea blanca/Lavado y secado/Secadoras
1371678    | /Línea blanca/Refrigeradores y congeladores
324771     | /Línea blanca/Refrigeradores y congeladores/Accesorios de Refrigeración
1371883    | /Línea blanca/Refrigeradores y congeladores/Cavas
1371884    | /Línea blanca/Refrigeradores y congeladores/Congeladores
1371882    | /Línea blanca/Refrigeradores y congeladores/Frigobares
324765     | /Línea blanca/Refrigeradores y congeladores/Fábricas de Hielo
1371881    | /Línea blanca/Refrigeradores y congeladores/Refrigeradores
874222     | /Línea blanca/Servicios
874223     | /Línea blanca/Servicios/Instalación
4667693    | /Mascotas
4667694    | /Mascotas/Aves
4667695    | /Mascotas/Aves/Alimentos
4667697    | /Mascotas/Aves/Comederos y Bebederos
4667696    | /Mascotas/Aves/Jaulas y Nidos
4667698    | /Mascotas/Aves/Juguetes
4667699    | /Mascotas/Gatos
4667708    | /Mascotas/Gatos/Accesorios
4667700    | /Mascotas/Gatos/Alimentos, Premios y Suplementos
4667702    | /Mascotas/Gatos/Arena y Areneros
4667701    | /Mascotas/Gatos/Camas y Muebles
4667703    | /Mascotas/Gatos/Comederos y Bebederos
4667704    | /Mascotas/Gatos/Estética y Cuidado
4667707    | /Mascotas/Gatos/Jaulas y Transportadoras
4667705    | /Mascotas/Gatos/Juguetes
4667706    | /Mascotas/Gatos/Rascaderos y Rampas
4690703    | /Mascotas/Otras Especies
4690704    | /Mascotas/Otras Especies/Otros
4667709    | /Mascotas/Peces
4667714    | /Mascotas/Peces/Accesorios
4667712    | /Mascotas/Peces/Acuarios y Peceras
4667710    | /Mascotas/Peces/Alimentos
4667713    | /Mascotas/Peces/Limpieza y Salud
4667715    | /Mascotas/Perros
4667716    | /Mascotas/Perros/Alimentos, Premios y Suplementos
4667718    | /Mascotas/Perros/Camas y Tapetes
4667726    | /Mascotas/Perros/Collares y Correas
4667717    | /Mascotas/Perros/Comederos y Bebederos
4667721    | /Mascotas/Perros/Estética e Higiene
4667720    | /Mascotas/Perros/Jaulas, Transportadoras y Casas
4667722    | /Mascotas/Perros/Juguetes
4667723    | /Mascotas/Perros/Puertas, Rampas y Corrales
4667724    | /Mascotas/Perros/Ropa y Accesorios
4667725    | /Mascotas/Perros/Sillas de Rueda
4667733    | /Mascotas/Reptiles
4667736    | /Mascotas/Reptiles/Accesorios
4667734    | /Mascotas/Reptiles/Alimentos
4667735    | /Mascotas/Reptiles/Hábitats
4667727    | /Mascotas/Roedores
4667732    | /Mascotas/Roedores/Accesorios
4667728    | /Mascotas/Roedores/Alimentos
4667730    | /Mascotas/Roedores/Comederos y Bebederos
4667729    | /Mascotas/Roedores/Hábitats y Jaulas
4667731    | /Mascotas/Roedores/Juguetes
5093986    | /Mens
5093987    | /Mens/Clothing
5093988    | /Mens/Clothing/T-Shirts
1371647    | /Moda y accesorios
238977     | /Moda y accesorios/Accesorios de Moda
4670078    | /Moda y accesorios/Accesorios de Moda/Bufandas y Pashminas
4670080    | /Moda y accesorios/Accesorios de Moda/Cinturones
239082     | /Moda y accesorios/Accesorios de Moda/Gorras
4670079    | /Moda y accesorios/Accesorios de Moda/Guantes
4670077    | /Moda y accesorios/Accesorios de Moda/Sombreros y Gorros
645247     | /Moda y accesorios/Artículos Escolares
645307     | /Moda y accesorios/Artículos Escolares/Lapiceras y Estuches
645313     | /Moda y accesorios/Artículos Escolares/Loncheras
1371690    | /Moda y accesorios/Bolsas y Carteras
1371945    | /Moda y accesorios/Bolsas y Carteras/Bolsas
13719451   | /Moda y accesorios/Bolsas y Carteras/Bolsas para Hombre
1371944    | /Moda y accesorios/Bolsas y Carteras/Carteras
13719452   | /Moda y accesorios/Bolsas y Carteras/Carteras para Hombre
1371688    | /Moda y accesorios/Joyería
1371936    | /Moda y accesorios/Joyería/Anillos
1371934    | /Moda y accesorios/Joyería/Aretes
1371935    | /Moda y accesorios/Joyería/Collares y Dijes
4690674    | /Moda y accesorios/Joyería/Otros
1371937    | /Moda y accesorios/Joyería/Pulseras
1371938    | /Moda y accesorios/Joyería/Sets
1371687    | /Moda y accesorios/Lentes
1371931    | /Moda y accesorios/Lentes/De Contacto
1371933    | /Moda y accesorios/Lentes/Oftalmológicos
1371932    | /Moda y accesorios/Lentes/Solares
1371689    | /Moda y accesorios/Maletas y Artículos de viaje
1371943    | /Moda y accesorios/Maletas y Artículos de viaje/Accesorios de Viaje
1371939    | /Moda y accesorios/Maletas y Artículos de viaje/Maletas
1371940    | /Moda y accesorios/Maletas y Artículos de viaje/Sets de Maletas
4670072    | /Moda y accesorios/Mochilas
4670076    | /Moda y accesorios/Mochilas/Cangureras
1371994    | /Moda y accesorios/Mochilas/Mochilas Deportivas
645285     | /Moda y accesorios/Mochilas/Mochilas Escolares
4670073    | /Moda y accesorios/Mochilas/Mochilas de Moda
4670074    | /Moda y accesorios/Mochilas/Mochilas de Ruedas
1371691    | /Moda y accesorios/Otros accesorios
892506     | /Moda y accesorios/Otros accesorios/Encendedores
8620491    | /Moda y accesorios/Otros accesorios/Paraguas
862049     | /Moda y accesorios/Otros accesorios/Plumas
147441     | /Moda y accesorios/Relojes
4670088    | /Moda y accesorios/Relojes/Correas y Accesorios
107683     | /Moda y accesorios/Relojes/Luxury
147442     | /Moda y accesorios/Relojes/Moda
243194     | /Moda y accesorios/Relojes/Monitores y Deportivos
4690676    | /Moda y accesorios/Relojes/Otros
1372005    | /Moda y accesorios/Relojes/Smartwatches
1371644    | /Motos
1371677    | /Motos/Accesorios para motocicleta
4889012    | /Motos/Accesorios para motocicleta/Accesorios para cuatrimotos
1371879    | /Motos/Accesorios para motocicleta/Aceites y Aditivos
4889015    | /Motos/Accesorios para motocicleta/Alarmas y seguridad
346313     | /Motos/Accesorios para motocicleta/Baterías
4889013    | /Motos/Accesorios para motocicleta/Cajas y maletas
1371875    | /Motos/Accesorios para motocicleta/Cascos
4889014    | /Motos/Accesorios para motocicleta/Fundas
1371874    | /Motos/Accesorios para motocicleta/Generadores
4889010    | /Motos/Accesorios para motocicleta/Intercomunicadores
346314     | /Motos/Accesorios para motocicleta/Limpieza
1371878    | /Motos/Accesorios para motocicleta/Llantas y Refacciones
4889016    | /Motos/Accesorios para motocicleta/Mochilas
1371880    | /Motos/Accesorios para motocicleta/Otros Accesorios
4889011    | /Motos/Accesorios para motocicleta/Sliders, defensas y protectores
1371676    | /Motos/Motocicletas
555335     | /Motos/Motocicletas/Adventure
860263     | /Motos/Motocicletas/Café Racer
1371872    | /Motos/Motocicletas/Carro de Golf
1371867    | /Motos/Motocicletas/Chopper
1371868    | /Motos/Motocicletas/Cuatrimotos
1371866    | /Motos/Motocicletas/Deportiva
1371870    | /Motos/Motocicletas/Doble Propósito
555336     | /Motos/Motocicletas/Eléctricas
555338     | /Motos/Motocicletas/Fiera
1371869    | /Motos/Motocicletas/Minimotos
69832949   | /Motos/Motocicletas/Morbidelli
1371863    | /Motos/Motocicletas/Motoneta
1371873    | /Motos/Motocicletas/Otros Automotores
4911304    | /Motos/Motocicletas/Semi automáticas
1371865    | /Motos/Motocicletas/Touring
1371864    | /Motos/Motocicletas/Trabajo
4980046    | /Motos/Motocicletas/Trimotos
158947     | /Motos/Motocicletas/Urbanas
555339     | /Motos/Motocicletas/Vort-X
4882323    | /Motos/Refacciones para motocicletas
4884806    | /Motos/Refacciones para motocicletas/Chasis
4884808    | /Motos/Refacciones para motocicletas/Encendido
4884809    | /Motos/Refacciones para motocicletas/Escapes y silenciadores
4884810    | /Motos/Refacciones para motocicletas/Espejos
4884811    | /Motos/Refacciones para motocicletas/Faros y Ópticas
4884812    | /Motos/Refacciones para motocicletas/Filtros
4884816    | /Motos/Refacciones para motocicletas/Iluminación y soportes
4884813    | /Motos/Refacciones para motocicletas/Motor
4884815    | /Motos/Refacciones para motocicletas/Otros
4884814    | /Motos/Refacciones para motocicletas/Transmisión
4884817    | /Motos/Ropa y zapatos
4884822    | /Motos/Ropa y zapatos/Botas y calcetines
4884819    | /Motos/Ropa y zapatos/Chamarras y chalecos
4884825    | /Motos/Ropa y zapatos/Gorras
4884830    | /Motos/Ropa y zapatos/Guantes
4884826    | /Motos/Ropa y zapatos/Impermeables
4884833    | /Motos/Ropa y zapatos/Otros
4884829    | /Motos/Ropa y zapatos/Pantalones y shorts
4884828    | /Motos/Ropa y zapatos/Playeras y camisas
4884832    | /Motos/Ropa y zapatos/Protección
4884831    | /Motos/Ropa y zapatos/Trajes
4673714    | /Muebles
4673719    | /Muebles/Comedores y Antecomedores
686931     | /Muebles/Comedores y Antecomedores/Cantinas
683217     | /Muebles/Comedores y Antecomedores/Estantes y Buffeteras
1371759    | /Muebles/Comedores y Antecomedores/Mesas
1371760    | /Muebles/Comedores y Antecomedores/Sillas y Bancos
1371660    | /Muebles/Muebles de Baño
1371764    | /Muebles/Muebles de Baño/Estantes
1371765    | /Muebles/Muebles de Baño/Gabinetes
1371659    | /Muebles/Muebles de cocina
1371757    | /Muebles/Muebles de cocina/Alacenas y Despenseros
4673728    | /Muebles/Muebles de cocina/Carritos de Servicio
189503     | /Muebles/Muebles de cocina/Cocinas Integrales
1371762    | /Muebles/Muebles de cocina/Portagarrafón
1371661    | /Muebles/Oficina
1371767    | /Muebles/Oficina/Cajoneras y Archiveros
1371768    | /Muebles/Oficina/Escritorios
1371769    | /Muebles/Oficina/Libreros y Estantes
1371766    | /Muebles/Oficina/Sillas
1371658    | /Muebles/Recámara
1371746    | /Muebles/Recámara/Bases de Cama
1371747    | /Muebles/Recámara/Burós
1371748    | /Muebles/Recámara/Cabeceras
1371752    | /Muebles/Recámara/Cajoneras y Cómodas
1371750    | /Muebles/Recámara/Camas
683211     | /Muebles/Recámara/Camas Infantiles
1371751    | /Muebles/Recámara/Closets y Armarios
1371753    | /Muebles/Recámara/Literas
683215     | /Muebles/Recámara/Mesas y Sillas Infantiles
1371761    | /Muebles/Recámara/Planchado
1371754    | /Muebles/Recámara/Recámaras
683213     | /Muebles/Recámara/Recámaras infantiles
1371755    | /Muebles/Recámara/Zapateras y Baúles
1371657    | /Muebles/Sala
1371737    | /Muebles/Sala/Mesas auxiliares
1371736    | /Muebles/Sala/Muebles para TV
1371745    | /Muebles/Sala/Puffs y Taburetes
1371740    | /Muebles/Sala/Reclinables
1371741    | /Muebles/Sala/Repisas
1371742    | /Muebles/Sala/Salas
1371744    | /Muebles/Sala/Sillones y Sofás
1371653    | /Películas, música y libros
1371719    | /Películas, música y libros/Libros
176599     | /Películas, música y libros/Libros/Anime y Comics
176415     | /Películas, música y libros/Libros/Arte y Decoración
1372097    | /Películas, música y libros/Libros/Ciencia ficción y fantasía
176413     | /Películas, música y libros/Libros/Cocina
1372095    | /Películas, música y libros/Libros/Educación y referencia
1372093    | /Películas, música y libros/Libros/Infantil y juvenil
1372092    | /Películas, música y libros/Libros/Libros en inglés
1372094    | /Películas, música y libros/Libros/Literatura y ficción
1372096    | /Películas, música y libros/Libros/Profesional y técnico
1372098    | /Películas, música y libros/Libros/Romance
1371718    | /Películas, música y libros/Música
1372090    | /Películas, música y libros/Música/BLURAY
1372091    | /Películas, música y libros/Música/BLURAY AUDIO
1372087    | /Películas, música y libros/Música/CD
193279     | /Películas, música y libros/Música/Coleccionables
1372089    | /Películas, música y libros/Música/DVD
1372088    | /Películas, música y libros/Música/LP
1371717    | /Películas, música y libros/Películas
1372083    | /Películas, música y libros/Películas/3D
1372084    | /Películas, música y libros/Películas/4K
1372082    | /Películas, música y libros/Películas/BLURAY
1372081    | /Películas, música y libros/Películas/DVD
4945071    | /Películas, música y libros/Películas/DVD Temporal
4675695    | /Ropa
701059     | /Ropa/Ropa de Bebés
701061     | /Ropa/Ropa de Bebés/Blusas, Playeras y Camisas
701062     | /Ropa/Ropa de Bebés/Chamarras, Suéteres Y Chalecos
701073     | /Ropa/Ropa de Bebés/Mamelucos Y Pijamas
701101     | /Ropa/Ropa de Bebés/Pantalones Y Pants
701087     | /Ropa/Ropa de Bebés/Pañaleros
701110     | /Ropa/Ropa de Bebés/Ropa Interior
701114     | /Ropa/Ropa de Bebés/Shorts Y Jumpsuits
701115     | /Ropa/Ropa de Bebés/Trajes de Baño
701116     | /Ropa/Ropa de Bebés/Vestidos Y Faldas
700981     | /Ropa/Ropa de Caballero
4966055    | /Ropa/Ropa de Caballero/Calcetines
701002     | /Ropa/Ropa de Caballero/Camisas
701010     | /Ropa/Ropa de Caballero/Chamarras y chalecos
4667688    | /Ropa/Ropa de Caballero/Corbatas y Moños
4675700    | /Ropa/Ropa de Caballero/Deportiva
4690715    | /Ropa/Ropa de Caballero/Disfraces
4675698    | /Ropa/Ropa de Caballero/Gabardinas y Abrigos
701003     | /Ropa/Ropa de Caballero/Jeans
701004     | /Ropa/Ropa de Caballero/Pantalones
701001     | /Ropa/Ropa de Caballero/Playeras y Polos
701011     | /Ropa/Ropa de Caballero/Ropa Interior y Pijamas
701013     | /Ropa/Ropa de Caballero/Shorts y Bermudas
701009     | /Ropa/Ropa de Caballero/Sudaderas y Suéteres
701014     | /Ropa/Ropa de Caballero/Trajes de Baño
701005     | /Ropa/Ropa de Caballero/Trajes y Sacos
4675699    | /Ropa/Ropa de Caballero/Uniformes
700980     | /Ropa/Ropa de Dama
700987     | /Ropa/Ropa de Dama/Blusas
4966056    | /Ropa/Ropa de Dama/Calcetines
700990     | /Ropa/Ropa de Dama/Chamarras y chalecos
4675710    | /Ropa/Ropa de Dama/Deportiva
4690714    | /Ropa/Ropa de Dama/Disfraces
4675707    | /Ropa/Ropa de Dama/Faldas y Shorts
700989     | /Ropa/Ropa de Dama/Gabardinas y Abrigos
700988     | /Ropa/Ropa de Dama/Jeans
4977037    | /Ropa/Ropa de Dama/Lencería
700999     | /Ropa/Ropa de Dama/Maternidad
700992     | /Ropa/Ropa de Dama/Pantalones y Leggings
700991     | /Ropa/Ropa de Dama/Pijamas
700995     | /Ropa/Ropa de Dama/Sacos
4675706    | /Ropa/Ropa de Dama/Sudaderas y Suéteres
4675703    | /Ropa/Ropa de Dama/Tops y Playeras
701000     | /Ropa/Ropa de Dama/Trajes de Baño y Ropa de Playa
4675708    | /Ropa/Ropa de Dama/Uniformes
700994     | /Ropa/Ropa de Dama/Vestidos
700983     | /Ropa/Ropa de Niña
701026     | /Ropa/Ropa de Niña/Blusas
4966057    | /Ropa/Ropa de Niña/Calcetines
701028     | /Ropa/Ropa de Niña/Chamarras y Chalecos
701029     | /Ropa/Ropa de Niña/Conjuntos
4675714    | /Ropa/Ropa de Niña/Disfraces
701031     | /Ropa/Ropa de Niña/Jeans
701033     | /Ropa/Ropa de Niña/Jumpers Y Jumpsuits
701036     | /Ropa/Ropa de Niña/Pantalones, Pants y Leggings
4675711    | /Ropa/Ropa de Niña/Playeras
701035     | /Ropa/Ropa de Niña/Ropa Interior y Pijamas
701037     | /Ropa/Ropa de Niña/Shorts
4675712    | /Ropa/Ropa de Niña/Sudaderas y Suéteres
701038     | /Ropa/Ropa de Niña/Trajes de Baño
4675740    | /Ropa/Ropa de Niña/Uniformes
701040     | /Ropa/Ropa de Niña/Vestidos Y Faldas
700984     | /Ropa/Ropa de Niño
4966058    | /Ropa/Ropa de Niño/Calcetines
701042     | /Ropa/Ropa de Niño/Camisas
701047     | /Ropa/Ropa de Niño/Chamarras y chalecos
701048     | /Ropa/Ropa de Niño/Conjuntos
4675759    | /Ropa/Ropa de Niño/Disfraces
701050     | /Ropa/Ropa de Niño/Jeans
701051     | /Ropa/Ropa de Niño/Pantalones Y Pants
4675757    | /Ropa/Ropa de Niño/Playeras
701054     | /Ropa/Ropa de Niño/Ropa Interior y Pijamas
701055     | /Ropa/Ropa de Niño/Shorts
4675760    | /Ropa/Ropa de Niño/Sudaderas y Suéteres
701058     | /Ropa/Ropa de Niño/Trajes de Baño
701056     | /Ropa/Ropa de Niño/Trajes y Sacos
4675758    | /Ropa/Ropa de Niño/Uniformes
4690361    | /Salud y Equipamiento Médico
857702     | /Salud y Equipamiento Médico/Equipo Médico
5059184    | /Salud y Equipamiento Médico/Equipo Médico/Audio
5059185    | /Salud y Equipamiento Médico/Equipo Médico/Bolsas y Compresas
329505     | /Salud y Equipamiento Médico/Equipo Médico/Básculas
857708     | /Salud y Equipamiento Médico/Equipo Médico/Camas, Camillas y Colchones
5059186    | /Salud y Equipamiento Médico/Equipo Médico/Compresión
5059187    | /Salud y Equipamiento Médico/Equipo Médico/Electroestimuladores
857709     | /Salud y Equipamiento Médico/Equipo Médico/Equipo de Laboratorio
4664481    | /Salud y Equipamiento Médico/Equipo Médico/Fajas
857703     | /Salud y Equipamiento Médico/Equipo Médico/Instrumental Médico
857711     | /Salud y Equipamiento Médico/Equipo Médico/Maquinaria
857710     | /Salud y Equipamiento Médico/Equipo Médico/Mobiliario
857712     | /Salud y Equipamiento Médico/Equipo Médico/Monitores y Medidores
4664517    | /Salud y Equipamiento Médico/Equipo Médico/Movilidad
4664518    | /Salud y Equipamiento Médico/Equipo Médico/Ortopedia
4690713    | /Salud y Equipamiento Médico/Equipo Médico/Otros
5059188    | /Salud y Equipamiento Médico/Equipo Médico/Oxigenación
5059189    | /Salud y Equipamiento Médico/Equipo Médico/Rehabilitación
857705     | /Salud y Equipamiento Médico/Equipo Médico/Uniformes y Guantes
4664531    | /Salud y Equipamiento Médico/Farmacia
4690710    | /Salud y Equipamiento Médico/Farmacia/Alimentos Saludables
4664534    | /Salud y Equipamiento Médico/Farmacia/Botiquín
4701671    | /Salud y Equipamiento Médico/Farmacia/Cubrebocas
4664532    | /Salud y Equipamiento Médico/Farmacia/Cuidado Sexual
4701673    | /Salud y Equipamiento Médico/Farmacia/Desinfectantes
4664533    | /Salud y Equipamiento Médico/Farmacia/Medicamentos
4701675    | /Salud y Equipamiento Médico/Farmacia/Oxímetros y Baumanómetros
4664538    | /Salud y Equipamiento Médico/Farmacia/Papel Higiénico y Pañuelos
4664537    | /Salud y Equipamiento Médico/Farmacia/Pañales e Incontinencia
4701674    | /Salud y Equipamiento Médico/Farmacia/Termómetros
4664535    | /Salud y Equipamiento Médico/Farmacia/Vitaminas, Minerales y Suplementos
846791     | /Salud y Equipamiento Médico/Higiene Personal
4664529    | /Salud y Equipamiento Médico/Higiene Personal/Cuidado Bucal
4664528    | /Salud y Equipamiento Médico/Higiene Personal/Higiene Corporal
4664530    | /Salud y Equipamiento Médico/Higiene Personal/Higiene Femenina
4664526    | /Salud y Equipamiento Médico/Higiene Personal/Limpieza Facial
4664527    | /Salud y Equipamiento Médico/Higiene Personal/Limpieza del Cabello
4959206    | /Servicios
4959207    | /Servicios/Tarjetas
4959208    | /Servicios/Tarjetas/Tarjetas de Regalo
1371655    | /Telefonía
368713     | /Telefonía/Accesorios Apple
368716     | /Telefonía/Accesorios Apple/Cables
368717     | /Telefonía/Accesorios Apple/Cargadores
368714     | /Telefonía/Accesorios Apple/Fundas y Protectores
1371730    | /Telefonía/Accesorios para celulares
368711     | /Telefonía/Accesorios para celulares/Accesorios para auto
4843867    | /Telefonía/Accesorios para celulares/Audífonos y Manos Libres
128439     | /Telefonía/Accesorios para celulares/Baterías Portátiles
368712     | /Telefonía/Accesorios para celulares/Cables
1372141    | /Telefonía/Accesorios para celulares/Cargadores
1372137    | /Telefonía/Accesorios para celulares/Fundas para Celular
1372140    | /Telefonía/Accesorios para celulares/Micas Protectoras
1372143    | /Telefonía/Accesorios para celulares/Realidad Virtual
1372138    | /Telefonía/Accesorios para celulares/Selfie Stick
497628     | /Telefonía/Accesorios para celulares/Soportes
1372142    | /Telefonía/Accesorios para celulares/Tarjetas de Memoria
735781     | /Telefonía/Accesorios para celulares/Terminales de Pago
1371729    | /Telefonía/Celulares
292980     | /Telefonía/Celulares/AT&T
233791     | /Telefonía/Celulares/Movistar
368709     | /Telefonía/Celulares/Oui
4834635    | /Telefonía/Celulares/Reacondicionados
1372134    | /Telefonía/Celulares/Smartphones
214326     | /Telefonía/Celulares/Telcel
292981     | /Telefonía/Celulares/Unefon
1371731    | /Telefonía/Teléfonos fijos
1372144    | /Telefonía/Teléfonos fijos/Teléfonos Alámbricos
1372145    | /Telefonía/Teléfonos fijos/Teléfonos Inalámbricos
1371733    | /Telefonía/Wearables
1372150    | /Telefonía/Wearables/Accesorios para Smartwatch
1372149    | /Telefonía/Wearables/Smartwatch
1371656    | /Viajes
1371734    | /Viajes/Accesorios de viaje
1372153    | /Viajes/Accesorios de viaje/Accesorios de viaje
1372151    | /Viajes/Accesorios de viaje/Maletas
1372152    | /Viajes/Accesorios de viaje/Sets de Maletas
1371735    | /Viajes/Viajes
1371652    | /Videojuegos
127698     | /Videojuegos/Coleccionables
289384     | /Videojuegos/Coleccionables/Coleccionistas
312327     | /Videojuegos/Coleccionables/Consolas Retro
127704     | /Videojuegos/Coleccionables/Figuras
127699     | /Videojuegos/Coleccionables/Funkos
127705     | /Videojuegos/Coleccionables/Moda
127713     | /Videojuegos/Coleccionables/Skylanders
369158     | /Videojuegos/Coleccionables/Sphero
127703     | /Videojuegos/Coleccionables/Tarjetas
127682     | /Videojuegos/Nintendo Switch
127686     | /Videojuegos/Nintendo Switch/Nintendo Switch Accesorios
127684     | /Videojuegos/Nintendo Switch/Nintendo Switch Consolas
127685     | /Videojuegos/Nintendo Switch/Nintendo Switch Videojuegos
127647     | /Videojuegos/Playstation 4
127650     | /Videojuegos/Playstation 4/Playstation 4 Accesorios
127648     | /Videojuegos/Playstation 4/Playstation 4 Consolas
127649     | /Videojuegos/Playstation 4/Playstation 4 Videojuegos
4754782    | /Videojuegos/Playstation 5
